alert_id,company_id,group_id,event,severity,direction,month_detected,month_evident,lead_time_months,trigger_signal,score_before,score_after,status,message
ALERT_00429,COMP_0049,GROUP_0180,regime_improving,watch,up,2026-03,,,C3,43.7574545243,45.8291459856,resolved,"mejora confirmada dos meses seguidos: el score sube 2,1 puntos desde 2026-01: de 43,8 a 45,8 (vigilar)."
ALERT_00430,COMP_0055,GROUP_0131,level_shift_up,watch,up,2026-03,,,L1,88.1289881055,96.9234059753,resolved,"escalon al alza en el nivel del score: el nivel sube 8,8 puntos: mediana de los 3 ultimos meses 96,9 frente a 88,1 de los 6 anteriores (excepcionalmente solida)."
ALERT_00431,COMP_0141,GROUP_0220,regime_deteriorating,review,down,2026-03,2026-05,2,L3,69.7115958421,63.1052082536,resolved,"deterioro confirmado dos meses seguidos: el score cae 6,6 puntos desde 2025-12: de 69,7 a 63,1 (sana)."
ALERT_00432,COMP_0155,GROUP_0143,level_shift_up,watch,up,2026-03,,,C1,63.3160715777,79.2672459502,resolved,"escalon al alza en el nivel del score: el nivel sube 16,0 puntos: mediana de los 3 ultimos meses 79,3 frente a 63,3 de los 6 anteriores (excepcionalmente solida)."
ALERT_00433,COMP_0203,GROUP_0016,level_shift_up,watch,up,2026-03,,,P1,62.1383834281,71.3201124501,resolved,"escalon al alza en el nivel del score: el nivel sube 9,2 puntos: mediana de los 3 ultimos meses 71,3 frente a 62,1 de los 6 anteriores (excepcionalmente solida)."
ALERT_00434,COMP_0203,GROUP_0016,regime_improving,review,up,2026-03,,,P1,62.4638294776,87.0415788409,resolved,"mejora confirmada dos meses seguidos: el score sube 24,6 puntos desde 2025-12: de 62,5 a 87,0 (excepcionalmente solida)."
ALERT_00435,COMP_0263,GROUP_0250,level_shift_down,review,down,2026-03,,,C3,67.6651084799,54.5570634872,open,"escalon a la baja en el nivel del score: el nivel cae 13,1 puntos: mediana de los 3 ultimos meses 54,6 frente a 67,7 de los 6 anteriores (vigilar)."
ALERT_00436,COMP_0281,GROUP_0127,level_shift_down,review,down,2026-03,,,A1,55.9279774383,42.8443408904,resolved,"escalon a la baja en el nivel del score: el nivel cae 13,1 puntos: mediana de los 3 ultimos meses 42,8 frente a 55,9 de los 6 anteriores (vigilar)."
ALERT_00437,COMP_0281,GROUP_0127,regime_deteriorating,review,down,2026-03,,,A1,53.7896113509,41.8599313822,resolved,"deterioro confirmado dos meses seguidos: el score cae 11,9 puntos desde 2025-12: de 53,8 a 41,9 (vigilar)."
ALERT_00438,COMP_0330,GROUP_0088,level_shift_down,review,down,2026-03,,,P1,49.1523793232,33.8534155242,resolved,"escalon a la baja en el nivel del score: el nivel cae 15,3 puntos: mediana de los 3 ultimos meses 33,9 frente a 49,2 de los 6 anteriores (tension)."
ALERT_00439,COMP_0339,GROUP_0188,regime_improving,review,up,2026-03,,,P1,65.1117422892,70.2898452093,resolved,"mejora confirmada dos meses seguidos: el score sube 5,2 puntos desde 2025-12: de 65,1 a 70,3 (sana)."
ALERT_00440,COMP_0376,GROUP_0070,level_shift_down,review,down,2026-03,,,P2,61.5658402598,52.0297381594,open,"escalon a la baja en el nivel del score: el nivel cae 9,5 puntos: mediana de los 3 ultimos meses 52,0 frente a 61,6 de los 6 anteriores (vigilar)."
ALERT_00441,COMP_0376,GROUP_0070,regime_deteriorating,review,down,2026-03,,,P2,62.0217588497,51.2125007433,open,"deterioro confirmado dos meses seguidos: el score cae 10,8 puntos desde 2025-12: de 62,0 a 51,2 (vigilar)."
ALERT_00442,COMP_0379,GROUP_0112,regime_deteriorating,watch,down,2026-03,,,L1,38.8444480982,33.1340966628,open,"deterioro confirmado dos meses seguidos: el score cae 5,7 puntos desde 2026-01: de 38,8 a 33,1 (tension)."
ALERT_00443,COMP_0381,GROUP_0079,regime_deteriorating,review,down,2026-03,,,D2,58.2450842936,49.9158046092,resolved,"deterioro confirmado dos meses seguidos: el score cae 8,3 puntos desde 2025-12: de 58,2 a 49,9 (vigilar)."
ALERT_00444,COMP_0424,GROUP_0097,regime_deteriorating,watch,down,2026-03,,,L1,59.1782812785,55.7903746386,resolved,"deterioro confirmado dos meses seguidos: el score cae 3,4 puntos desde 2026-01: de 59,2 a 55,8 (vigilar)."
ALERT_00445,COMP_0442,GROUP_0158,regime_deteriorating,watch,down,2026-03,,,A2,70.0640404138,68.196769857,resolved,"deterioro confirmado dos meses seguidos: el score cae 1,9 puntos desde 2025-12: de 70,1 a 68,2 (sana)."
ALERT_00446,COMP_0480,GROUP_0112,regime_improving,watch,up,2026-03,,,P1,76.164391698,78.4401704027,resolved,"mejora confirmada dos meses seguidos: el score sube 2,3 puntos desde 2025-12: de 76,2 a 78,4 (sana)."
ALERT_00447,COMP_0496,GROUP_0137,level_shift_up,watch,up,2026-03,,,L2,55.423314367,65.7672265386,resolved,"escalon al alza en el nivel del score: el nivel sube 10,3 puntos: mediana de los 3 ultimos meses 65,8 frente a 55,4 de los 6 anteriores (sana)."
ALERT_00448,COMP_0496,GROUP_0137,regime_improving,review,up,2026-03,,,L2,55.6263498389,65.7672265386,resolved,"mejora confirmada dos meses seguidos: el score sube 10,1 puntos desde 2025-12: de 55,6 a 65,8 (sana)."
ALERT_00449,COMP_0507,GROUP_0023,regime_improving,watch,up,2026-03,,,L1,57.0042069367,59.7703638648,resolved,"mejora confirmada dos meses seguidos: el score sube 2,8 puntos desde 2025-12: de 57,0 a 59,8 (vigilar)."
ALERT_00450,COMP_0508,GROUP_0070,level_shift_down,review,down,2026-03,,,L2,78.4324656019,65.4893517246,resolved,"escalon a la baja en el nivel del score: el nivel cae 12,9 puntos: mediana de los 3 ultimos meses 65,5 frente a 78,4 de los 6 anteriores (sana)."
ALERT_00451,COMP_0518,GROUP_0101,regime_deteriorating,review,down,2026-03,,,L1,40.0280869986,30.7495642772,open,"deterioro confirmado dos meses seguidos: el score cae 9,3 puntos desde 2025-12: de 40,0 a 30,7 (tension)."
ALERT_00452,COMP_0575,GROUP_0079,regime_deteriorating,watch,down,2026-03,,,L3,47.6631383032,45.9339797534,resolved,"deterioro confirmado dos meses seguidos: el score cae 1,7 puntos desde 2025-12: de 47,7 a 45,9 (vigilar)."
ALERT_00453,COMP_0582,GROUP_0159,regime_improving,watch,up,2026-03,,,L1,36.8210823188,37.916966587,resolved,"mejora confirmada dos meses seguidos: el score sube 1,1 puntos desde 2025-12: de 36,8 a 37,9 (tension)."
ALERT_00454,COMP_0611,GROUP_0099,regime_improving,review,up,2026-03,,,L1,76.342349752,92.4166098227,resolved,"mejora confirmada dos meses seguidos: el score sube 16,1 puntos desde 2025-12: de 76,3 a 92,4 (excepcionalmente solida)."
ALERT_00455,COMP_0635,GROUP_0127,regime_deteriorating,watch,down,2026-03,,,D2,80.4578195961,78.8410207087,resolved,"deterioro confirmado dos meses seguidos: el score cae 1,6 puntos desde 2025-12: de 80,5 a 78,8 (sana)."
ALERT_00456,COMP_0642,GROUP_0072,level_shift_up,watch,up,2026-03,,,A2,56.8744854017,65.0746608479,resolved,"escalon al alza en el nivel del score: el nivel sube 8,2 puntos: mediana de los 3 ultimos meses 65,1 frente a 56,9 de los 6 anteriores (sana)."
ALERT_00457,COMP_0645,GROUP_0217,regime_deteriorating,review,down,2026-03,2026-04,1,A1,48.8126314852,41.4699472126,open,"deterioro confirmado dos meses seguidos: el score cae 7,3 puntos desde 2025-12: de 48,8 a 41,5 (vigilar)."
ALERT_00458,COMP_0710,GROUP_0146,regime_deteriorating,watch,down,2026-03,,,A5,79.3285984353,74.9062142487,open,"deterioro confirmado dos meses seguidos: el score cae 4,4 puntos desde 2026-01: de 79,3 a 74,9 (sana)."
ALERT_00459,COMP_0798,GROUP_0057,regime_deteriorating,watch,down,2026-03,2026-05,2,P2,86.4190602839,82.2012512484,open,"deterioro confirmado dos meses seguidos: el score cae 4,2 puntos desde 2025-12: de 86,4 a 82,2 (excepcionalmente solida)."
ALERT_00460,COMP_0854,GROUP_0131,regime_deteriorating,review,down,2026-03,,,A1,48.7336326026,43.0160034816,open,"deterioro confirmado dos meses seguidos: el score cae 5,7 puntos desde 2025-12: de 48,7 a 43,0 (vigilar)."
ALERT_00461,COMP_0859,GROUP_0150,regime_improving,watch,up,2026-03,,,L3,71.1864304666,74.7467819505,resolved,"mejora confirmada dos meses seguidos: el score sube 3,6 puntos desde 2026-01: de 71,2 a 74,7 (sana)."
ALERT_00462,COMP_0897,GROUP_0081,level_shift_up,watch,up,2026-03,,,L1,80.7037267428,88.7911181878,resolved,"escalon al alza en el nivel del score: el nivel sube 8,1 puntos: mediana de los 3 ultimos meses 88,8 frente a 80,7 de los 6 anteriores (excepcionalmente solida)."
ALERT_00463,COMP_0922,GROUP_0096,level_shift_up,watch,up,2026-03,,,L2,73.7759712188,83.1182092153,resolved,"escalon al alza en el nivel del score: el nivel sube 9,3 puntos: mediana de los 3 ultimos meses 83,1 frente a 73,8 de los 6 anteriores (excepcionalmente solida)."
ALERT_00464,COMP_0922,GROUP_0096,regime_improving,watch,up,2026-03,,,L2,78.9444813519,83.1182092153,resolved,"mejora confirmada dos meses seguidos: el score sube 4,2 puntos desde 2026-01: de 78,9 a 83,1 (excepcionalmente solida)."
ALERT_00465,COMP_0993,GROUP_0226,regime_improving,watch,up,2026-03,,,L1,67.5471653195,72.0921534998,resolved,"mejora confirmada dos meses seguidos: el score sube 4,5 puntos desde 2026-01: de 67,5 a 72,1 (sana)."
ALERT_00466,COMP_1009,GROUP_0059,regime_deteriorating,review,down,2026-03,,,P2,56.3427105924,43.7539077348,resolved,"deterioro confirmado dos meses seguidos: el score cae 12,6 puntos desde 2025-12: de 56,3 a 43,8 (vigilar)."
ALERT_00467,COMP_1066,GROUP_0051,level_shift_down,review,down,2026-03,,,D2,59.4140789496,50,resolved,"escalon a la baja en el nivel del score: el nivel cae 9,4 puntos: mediana de los 3 ultimos meses 50,0 frente a 59,4 de los 6 anteriores (vigilar)."
ALERT_00468,COMP_1074,GROUP_0238,level_shift_down,review,down,2026-03,,,A2,62.0711168412,52.8298699951,open,"escalon a la baja en el nivel del score: el nivel cae 9,2 puntos: mediana de los 3 ultimos meses 52,8 frente a 62,1 de los 6 anteriores (vigilar)."
ALERT_00469,COMP_1109,GROUP_0205,level_shift_down,review,down,2026-03,,,L1,60.4647186092,51.104630672,resolved,"escalon a la baja en el nivel del score: el nivel cae 9,4 puntos: mediana de los 3 ultimos meses 51,1 frente a 60,5 de los 6 anteriores (vigilar)."
ALERT_00470,COMP_1137,GROUP_0159,regime_deteriorating,watch,down,2026-03,2026-07,4,A2,72.8726477075,68.012020993,open,"deterioro confirmado dos meses seguidos: el score cae 4,9 puntos desde 2026-01: de 72,9 a 68,0 (sana)."
ALERT_00471,COMP_1142,GROUP_0202,level_shift_down,review,down,2026-03,,,L4,64.2490618635,50,resolved,"escalon a la baja en el nivel del score: el nivel cae 14,2 puntos: mediana de los 3 ultimos meses 50,0 frente a 64,2 de los 6 anteriores (vigilar)."
ALERT_00472,COMP_1170,GROUP_0090,level_shift_down,review,down,2026-03,,,L1,33.8445945414,25.2719368246,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,6 puntos: mediana de los 3 ultimos meses 25,3 frente a 33,8 de los 6 anteriores (tension)."
ALERT_00473,COMP_1183,GROUP_0018,regime_deteriorating,review,down,2026-03,,,P1,67.1126842381,60.1405715324,resolved,"deterioro confirmado dos meses seguidos: el score cae 7,0 puntos desde 2026-01: de 67,1 a 60,1 (sana)."
ALERT_00474,COMP_1192,GROUP_0094,level_shift_up,watch,up,2026-03,,,P1,69.1334677019,80.3798588291,resolved,"escalon al alza en el nivel del score: el nivel sube 11,2 puntos: mediana de los 3 ultimos meses 80,4 frente a 69,1 de los 6 anteriores (excepcionalmente solida)."
ALERT_00475,COMP_1199,GROUP_0016,regime_deteriorating,review,down,2026-03,,,L3,38.2232553742,31.3574895966,open,"deterioro confirmado dos meses seguidos: el score cae 6,9 puntos desde 2026-01: de 38,2 a 31,4 (tension)."
ALERT_00476,COMP_1212,GROUP_0118,level_shift_down,review,down,2026-03,,,P1,68.3909656648,60.1709828812,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,2 puntos: mediana de los 3 ultimos meses 60,2 frente a 68,4 de los 6 anteriores (vigilar)."
ALERT_00477,COMP_1212,GROUP_0118,regime_deteriorating,review,down,2026-03,,,P1,65.2765388567,56.8048616615,resolved,"deterioro confirmado dos meses seguidos: el score cae 8,5 puntos desde 2025-12: de 65,3 a 56,8 (vigilar)."
ALERT_00478,COMP_1219,GROUP_0142,level_shift_down,review,down,2026-03,2026-06,3,D2,48.636998097,37.9707346945,resolved,"escalon a la baja en el nivel del score: el nivel cae 10,7 puntos: mediana de los 3 ultimos meses 38,0 frente a 48,6 de los 6 anteriores (tension)."
ALERT_00479,COMP_1263,GROUP_0091,regime_deteriorating,watch,down,2026-03,,,D2,71.8010684194,69.0747074286,resolved,"deterioro confirmado dos meses seguidos: el score cae 2,7 puntos desde 2025-12: de 71,8 a 69,1 (sana)."
ALERT_00480,COMP_0015,GROUP_0068,level_shift_up,watch,up,2026-04,,,P1,60.1142689291,70.0814767299,resolved,"escalon al alza en el nivel del score: el nivel sube 10,0 puntos: mediana de los 3 ultimos meses 70,1 frente a 60,1 de los 6 anteriores (sana)."
ALERT_00481,COMP_0019,GROUP_0212,level_shift_down,review,down,2026-04,,,L2,65.7592105421,55.4825686756,open,"escalon a la baja en el nivel del score: el nivel cae 10,3 puntos: mediana de los 3 ultimos meses 55,5 frente a 65,8 de los 6 anteriores (vigilar)."
ALERT_00482,COMP_0024,GROUP_0222,regime_improving,review,up,2026-04,,,P1,62.5806522746,81.2614381061,resolved,"mejora confirmada dos meses seguidos: el score sube 18,7 puntos desde 2026-01: de 62,6 a 81,3 (excepcionalmente solida)."
ALERT_00483,COMP_0052,GROUP_0142,regime_deteriorating,review,down,2026-04,,,L3,30.5073853217,25.3553364333,resolved,"deterioro confirmado dos meses seguidos: el score cae 5,2 puntos desde 2026-01: de 30,5 a 25,4 (tension)."
ALERT_00484,COMP_0070,GROUP_0230,regime_improving,watch,up,2026-04,,,L1,78.8854904065,82.6777997174,resolved,"mejora confirmada dos meses seguidos: el score sube 3,8 puntos desde 2026-02: de 78,9 a 82,7 (excepcionalmente solida)."
ALERT_00485,COMP_0089,GROUP_0153,cap_NEGCASH,urgent,down,2026-04,2026-05,1,NEGCASH,73.3084079421,40,resolved,"caja agregada en negativo dos meses seguidos: el techo recorta 33,3 puntos, de 73,3 sin techo a 40,0 (vigilar)."
ALERT_00486,COMP_0098,GROUP_0132,level_shift_up,watch,up,2026-04,,,L1,46.0961528086,54.618541315,resolved,"escalon al alza en el nivel del score: el nivel sube 8,5 puntos: mediana de los 3 ultimos meses 54,6 frente a 46,1 de los 6 anteriores (vigilar)."
ALERT_00487,COMP_0098,GROUP_0132,regime_improving,review,up,2026-04,,,L1,49.6088887101,55.7842841965,resolved,"mejora confirmada dos meses seguidos: el score sube 6,2 puntos desde 2026-01: de 49,6 a 55,8 (vigilar)."
ALERT_00488,COMP_0106,GROUP_0022,regime_improving,review,up,2026-04,,,A1,60.1849503463,68.7276988767,resolved,"mejora confirmada dos meses seguidos: el score sube 8,5 puntos desde 2026-01: de 60,2 a 68,7 (sana)."
ALERT_00489,COMP_0125,GROUP_0250,level_shift_down,review,down,2026-04,,,P1,56.2245993954,46.1583024118,resolved,"escalon a la baja en el nivel del score: el nivel cae 10,1 puntos: mediana de los 3 ultimos meses 46,2 frente a 56,2 de los 6 anteriores (tension)."
ALERT_00490,COMP_0125,GROUP_0250,regime_deteriorating,review,down,2026-04,,,P1,57.9141685954,37.553046144,resolved,"deterioro confirmado dos meses seguidos: el score cae 20,4 puntos desde 2026-02: de 57,9 a 37,6 (tension)."
ALERT_00491,COMP_0128,GROUP_0103,level_shift_down,review,down,2026-04,2026-06,2,L3,45.9997680091,33.6276380734,open,"escalon a la baja en el nivel del score: el nivel cae 12,4 puntos: mediana de los 3 ultimos meses 33,6 frente a 46,0 de los 6 anteriores (tension)."
ALERT_00492,COMP_0139,GROUP_0217,level_shift_up,watch,up,2026-04,,,L3,46.4783759623,56.492972508,resolved,"escalon al alza en el nivel del score: el nivel sube 10,0 puntos: mediana de los 3 ultimos meses 56,5 frente a 46,5 de los 6 anteriores (vigilar)."
ALERT_00493,COMP_0139,GROUP_0217,regime_improving,review,up,2026-04,,,L3,48.5553228008,56.6422657757,resolved,"mejora confirmada dos meses seguidos: el score sube 8,1 puntos desde 2026-01: de 48,6 a 56,6 (vigilar)."
ALERT_00494,COMP_0160,GROUP_0106,regime_deteriorating,review,down,2026-04,,,L1,79.6789921014,74.4152023521,open,"deterioro confirmado dos meses seguidos: el score cae 5,3 puntos desde 2026-01: de 79,7 a 74,4 (sana)."
ALERT_00495,COMP_0191,GROUP_0132,level_shift_down,review,down,2026-04,,,L2,59.0955612206,45.995662638,resolved,"escalon a la baja en el nivel del score: el nivel cae 13,1 puntos: mediana de los 3 ultimos meses 46,0 frente a 59,1 de los 6 anteriores (vigilar)."
ALERT_00496,COMP_0197,GROUP_0035,regime_deteriorating,review,down,2026-04,2026-05,1,A1,51.6875853134,41.6671907134,resolved,"deterioro confirmado dos meses seguidos: el score cae 10,0 puntos desde 2026-01: de 51,7 a 41,7 (vigilar)."
ALERT_00497,COMP_0228,GROUP_0081,regime_improving,watch,up,2026-04,,,D3,50.1334055973,54.4175427213,resolved,"mejora confirmada dos meses seguidos: el score sube 4,3 puntos desde 2026-01: de 50,1 a 54,4 (vigilar)."
ALERT_00498,COMP_0253,GROUP_0055,regime_improving,review,up,2026-04,,,C3,63.0872119886,69.9780315136,resolved,"mejora confirmada dos meses seguidos: el score sube 6,9 puntos desde 2026-02: de 63,1 a 70,0 (sana)."
ALERT_00499,COMP_0263,GROUP_0250,regime_deteriorating,review,down,2026-04,,,C3,62.710833678,56.50487417,open,"deterioro confirmado dos meses seguidos: el score cae 6,2 puntos desde 2026-01: de 62,7 a 56,5 (vigilar)."
ALERT_00500,COMP_0273,GROUP_0155,level_shift_down,review,down,2026-04,,,P1,62.8525658577,54.8342134168,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,0 puntos: mediana de los 3 ultimos meses 54,8 frente a 62,9 de los 6 anteriores (vigilar)."
ALERT_00501,COMP_0290,GROUP_0053,level_shift_down,review,down,2026-04,,,A1,58.9555365104,46.155260954,resolved,"escalon a la baja en el nivel del score: el nivel cae 12,8 puntos: mediana de los 3 ultimos meses 46,2 frente a 59,0 de los 6 anteriores (vigilar)."
ALERT_00502,COMP_0306,GROUP_0094,regime_deteriorating,watch,down,2026-04,,,P1,56.3935687416,51.8638060055,open,"deterioro confirmado dos meses seguidos: el score cae 4,5 puntos desde 2026-01: de 56,4 a 51,9 (vigilar)."
ALERT_00503,COMP_0326,GROUP_0018,regime_deteriorating,watch,down,2026-04,,,L3,58.211896936,54.1628780374,resolved,"deterioro confirmado dos meses seguidos: el score cae 4,0 puntos desde 2026-01: de 58,2 a 54,2 (vigilar)."
ALERT_00504,COMP_0330,GROUP_0088,regime_deteriorating,review,down,2026-04,,,P1,42.6614238728,34.9948621571,open,"deterioro confirmado dos meses seguidos: el score cae 7,7 puntos desde 2026-01: de 42,7 a 35,0 (tension)."
ALERT_00505,COMP_0343,GROUP_0167,level_shift_down,review,down,2026-04,,,L3,59.2172718807,44.1518572439,resolved,"escalon a la baja en el nivel del score: el nivel cae 15,1 puntos: mediana de los 3 ultimos meses 44,2 frente a 59,2 de los 6 anteriores (tension)."
ALERT_00506,COMP_0346,GROUP_0097,cap_NEGCASH,urgent,down,2026-04,2026-05,1,NEGCASH,76.5615940815,40,resolved,"caja agregada en negativo dos meses seguidos: el techo recorta 36,6 puntos, de 76,6 sin techo a 40,0 (vigilar)."
ALERT_00507,COMP_0350,GROUP_0189,level_shift_up,watch,up,2026-04,,,P2,52.3595802492,64.2202494872,resolved,"escalon al alza en el nivel del score: el nivel sube 11,9 puntos: mediana de los 3 ultimos meses 64,2 frente a 52,4 de los 6 anteriores (sana)."
ALERT_00508,COMP_0364,GROUP_0195,regime_improving,watch,up,2026-04,,,L1,68.5021055473,69.7807533363,resolved,"mejora confirmada dos meses seguidos: el score sube 1,3 puntos desde 2026-01: de 68,5 a 69,8 (sana)."
ALERT_00509,COMP_0405,GROUP_0035,level_shift_up,watch,up,2026-04,,,L1,84.3882072959,92.5491061578,resolved,"escalon al alza en el nivel del score: el nivel sube 8,2 puntos: mediana de los 3 ultimos meses 92,5 frente a 84,4 de los 6 anteriores (excepcionalmente solida)."
ALERT_00510,COMP_0428,GROUP_0213,level_shift_up,watch,up,2026-04,,,D4,50.6104902764,61.170782002,resolved,"escalon al alza en el nivel del score: el nivel sube 10,6 puntos: mediana de los 3 ultimos meses 61,2 frente a 50,6 de los 6 anteriores (sana)."
ALERT_00511,COMP_0434,GROUP_0134,level_shift_down,review,down,2026-04,,,L1,58.3283047686,46.8374820198,open,"escalon a la baja en el nivel del score: el nivel cae 11,5 puntos: mediana de los 3 ultimos meses 46,8 frente a 58,3 de los 6 anteriores (vigilar)."
ALERT_00512,COMP_0495,GROUP_0124,level_shift_up,watch,up,2026-04,,,L3,55.4656050541,72.346121973,resolved,"escalon al alza en el nivel del score: el nivel sube 16,9 puntos: mediana de los 3 ultimos meses 72,3 frente a 55,5 de los 6 anteriores (sana)."
ALERT_00513,COMP_0518,GROUP_0101,level_shift_down,review,down,2026-04,,,L1,40.7323047348,30.7495642772,resolved,"escalon a la baja en el nivel del score: el nivel cae 10,0 puntos: mediana de los 3 ultimos meses 30,7 frente a 40,7 de los 6 anteriores (tension)."
ALERT_00514,COMP_0559,GROUP_0188,regime_deteriorating,review,down,2026-04,,,L3,46.1981261196,39.8957572662,resolved,"deterioro confirmado dos meses seguidos: el score cae 6,3 puntos desde 2026-01: de 46,2 a 39,9 (tension)."
ALERT_00515,COMP_0573,GROUP_0132,regime_improving,watch,up,2026-04,,,A1,67.9867562992,73.1906386195,resolved,"mejora confirmada dos meses seguidos: el score sube 5,2 puntos desde 2026-02: de 68,0 a 73,2 (sana)."
ALERT_00516,COMP_0585,GROUP_0004,level_shift_up,watch,up,2026-04,,,C1,52.1891866451,67.5356294961,resolved,"escalon al alza en el nivel del score: el nivel sube 15,3 puntos: mediana de los 3 ultimos meses 67,5 frente a 52,2 de los 6 anteriores (sana)."
ALERT_00517,COMP_0585,GROUP_0004,regime_improving,review,up,2026-04,,,C1,52.8367534416,73.3275565505,resolved,"mejora confirmada dos meses seguidos: el score sube 20,5 puntos desde 2026-01: de 52,8 a 73,3 (sana)."
ALERT_00518,COMP_0618,GROUP_0013,regime_deteriorating,review,down,2026-04,,,C1,64.995242,56.060268889,resolved,"deterioro confirmado dos meses seguidos: el score cae 8,9 puntos desde 2026-01: de 65,0 a 56,1 (vigilar)."
ALERT_00519,COMP_0686,GROUP_0139,regime_deteriorating,watch,down,2026-04,2026-06,2,L2,64.145500881,61.1081423447,resolved,"deterioro confirmado dos meses seguidos: el score cae 3,0 puntos desde 2026-01: de 64,1 a 61,1 (sana)."
ALERT_00520,COMP_0694,GROUP_0162,regime_improving,watch,up,2026-04,,,P1,68.0041633544,69.8105293931,resolved,"mejora confirmada dos meses seguidos: el score sube 1,8 puntos desde 2026-01: de 68,0 a 69,8 (sana)."
ALERT_00521,COMP_0701,GROUP_0211,regime_deteriorating,watch,down,2026-04,,,C4,77.2607416496,71.9874128747,open,"deterioro confirmado dos meses seguidos: el score cae 5,3 puntos desde 2026-02: de 77,3 a 72,0 (sana)."
ALERT_00522,COMP_0772,GROUP_0023,regime_improving,watch,up,2026-04,,,P1,71.8363249603,74.2632216198,resolved,"mejora confirmada dos meses seguidos: el score sube 2,4 puntos desde 2026-03: de 71,8 a 74,3 (sana)."
ALERT_00523,COMP_0775,GROUP_0211,level_shift_down,review,down,2026-04,,,P1,76.0635467839,64.0196759444,resolved,"escalon a la baja en el nivel del score: el nivel cae 12,0 puntos: mediana de los 3 ultimos meses 64,0 frente a 76,1 de los 6 anteriores (vigilar)."
ALERT_00524,COMP_0797,GROUP_0081,regime_improving,watch,up,2026-04,,,A3,60.7424024191,64.0660558404,resolved,"mejora confirmada dos meses seguidos: el score sube 3,3 puntos desde 2026-01: de 60,7 a 64,1 (sana)."
ALERT_00525,COMP_0805,GROUP_0213,level_shift_down,review,down,2026-04,,,A1,54.2410228716,41.9941076146,open,"escalon a la baja en el nivel del score: el nivel cae 12,2 puntos: mediana de los 3 ultimos meses 42,0 frente a 54,2 de los 6 anteriores (vigilar)."
ALERT_00526,COMP_0807,GROUP_0101,level_shift_down,review,down,2026-04,,,P1,60.6272034024,52.3825441487,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,2 puntos: mediana de los 3 ultimos meses 52,4 frente a 60,6 de los 6 anteriores (vigilar)."
ALERT_00527,COMP_0838,GROUP_0250,regime_deteriorating,review,down,2026-04,,,L2,83.7755495437,77.6042781558,open,"deterioro confirmado dos meses seguidos: el score cae 6,2 puntos desde 2026-02: de 83,8 a 77,6 (sana)."
ALERT_00528,COMP_0854,GROUP_0131,level_shift_down,review,down,2026-04,,,A1,50.1023711089,41.5720310316,resolved,"escalon a la baja en el nivel del score: el nivel cae 8,5 puntos: mediana de los 3 ultimos meses 41,6 frente a 50,1 de los 6 anteriores (vigilar)."
ALERT_00529,COMP_0859,GROUP_0150,level_shift_up,watch,up,2026-04,,,L3,67.6693126696,75.9764066481,resolved,"escalon al alza en el nivel del score: el nivel sube 8,3 puntos: mediana de los 3 ultimos meses 76,0 frente a 67,7 de los 6 anteriores (sana)."
ALERT_00530,COMP_0905,GROUP_0065,level_shift_down,review,down,2026-04,,,L1,66.0499171715,55.7513609429,resolved,"escalon a la baja en el nivel del score: el nivel cae 10,3 puntos: mediana de los 3 ultimos meses 55,8 frente a 66,0 de los 6 anteriores (vigilar)."
ALERT_00531,COMP_0950,GROUP_0082,level_shift_down,review,down,2026-04,,,P1,64.0995427375,52.8444226187,resolved,"escalon a la baja en el nivel del score: el nivel cae 11,3 puntos: mediana de los 3 ultimos meses 52,8 frente a 64,1 de los 6 anteriores (vigilar)."
ALERT_00532,COMP_0955,GROUP_0035,regime_improving,watch,up,2026-04,,,P1,64.272125938,66.5343222297,resolved,"mejora confirmada dos meses seguidos: el score sube 2,3 puntos desde 2026-01: de 64,3 a 66,5 (sana)."
ALERT_00533,COMP_1009,GROUP_0059,level_shift_down,review,down,2026-04,,,P2,56.6925359394,44.1758937331,open,"escalon a la baja en el nivel del score: el nivel cae 12,5 puntos: mediana de los 3 ultimos meses 44,2 frente a 56,7 de los 6 anteriores (vigilar)."
ALERT_00534,COMP_1027,GROUP_0095,regime_deteriorating,watch,down,2026-04,,,A2,69.5165978002,65.1249792405,resolved,"deterioro confirmado dos meses seguidos: el score cae 4,4 puntos desde 2026-02: de 69,5 a 65,1 (sana)."
ALERT_00535,COMP_1029,GROUP_0016,regime_improving,review,up,2026-04,,,L1,54.274483701,59.8721700417,resolved,"mejora confirmada dos meses seguidos: el score sube 5,6 puntos desde 2026-01: de 54,3 a 59,9 (vigilar)."
ALERT_00536,COMP_1039,GROUP_0146,cap_NEGCASH,urgent,down,2026-04,2026-05,1,NEGCASH,73.7572255855,40,resolved,"caja agregada en negativo dos meses seguidos: el techo recorta 33,8 puntos, de 73,8 sin techo a 40,0 (vigilar)."
ALERT_00537,COMP_1048,GROUP_0067,regime_deteriorating,review,down,2026-04,,,A1,75.7466828064,70.2599689042,resolved,"deterioro confirmado dos meses seguidos: el score cae 5,5 puntos desde 2026-01: de 75,7 a 70,3 (sana)."
